"Path","ClassName","RefCount","RefFiles"
"scripts/ui/archive/relation_graph_view.gd","RelationGraphView","3","scenes/ui/archive/relation_graph_content.tscn | scenes/ui/archive/archive_relation_panel.tscn | scripts/ui/archive/archive_relation_panel.gd"
"scripts/ui/main/creation_panel.gd","CreationPanel","3","scenes/ui/main/creation_panel.tscn | scripts/ui/main/main_scene.gd | scenes/ui/main/main_scene.tscn"
"scripts/api/tts/tts_adapter.gd","TTSAdapter","4","scripts/ui/settings/settings_scene.gd | scripts/api/doubao_TTS_Service.gd | scripts/api/tts/qwen_tts_adapter.gd | scripts/api/tts/tts_manager.gd"
"scripts/data/music_library.gd","MusicLibrary","4","scripts/ui/main/creation_music_panel.gd | scripts/ui/main/music/music_player.gd | scripts/ui/main/music/creation_music_item.gd | scripts/ui/desktop_pet/desktop_pet.gd"
"scripts/api/qwen_asr_client.gd","QwenASRClient","5","scripts/ui/settings/settings_scene.gd | scripts/dialogue/dialogue_manager.gd | scripts/ui/mobile/chat/video_call_panel.gd | scripts/ui/desktop_pet/desktop_pet.gd | scripts/ui/mobile/chat/voice_call_panel.gd"
"scripts/ui/main/backgrounds/core/default_room_bg.gd","","5","scenes/ui/main/backgrounds/locations/class_break_moments_bg.tscn | scenes/ui/main/backgrounds/locations/holiday_pool_days_bg.tscn | scenes/ui/main/backgrounds/locations/default_room_bg.tscn | scenes/ui/main/backgrounds/locations/piano_room_bg.tscn | scenes/ui/main/backgrounds/locations/art_studio_bg.tscn"
"scripts/utils/chat_split_helper.gd","ChatSplitHelper","7","scripts/api/doubao_TTS_Service.gd | scripts/ui/main/main_scene.gd | scripts/dialogue/dialogue_manager.gd | scripts/ui/mobile/chat/mobile_chat_panel.gd | scripts/ui/mobile/chat/video_call_panel.gd | scripts/ui/desktop_pet/desktop_pet.gd | scripts/ui/mobile/chat/voice_call_panel.gd"
"scripts/data/photo_memory_manager.gd","PhotoMemoryManager","8","scripts/ui/mobile/mobile_interface.gd | scripts/ui/mobile/camera_panel.gd | scripts/data/character_profile.gd | scripts/ui/main/main_scene.gd | scripts/ui/mobile/album_panel.gd | scripts/data/moments_manager.gd | scripts/data/memory_album_manager.gd | scripts/ui/mobile/chat/mobile_chat_panel.gd"
"scripts/utils/safe_file_access.gd","SafeFileAccess","9","scripts/data/memory_manager.gd | scripts/data/npc_relationship_manager.gd | scripts/data/map_data_manager.gd | scripts/data/chat_history_manager.gd | scripts/data/character_profile.gd | scripts/data/event_manager.gd | scripts/data/photo_memory_manager.gd | scripts/data/memory_album_manager.gd | scripts/data/save_manager.gd"
"scripts/script_engine/script_event.gd","ScriptEvent","16","scripts/script_engine/script_event_factory.gd | scripts/script_engine/events/event_audio.gd | scripts/script_engine/events/event_period_card.gd | scripts/script_engine/events/event_start_free_chat.gd | scripts/script_engine/events/event_show_player_call_name.gd | scripts/script_engine/events/event_ai_chat.gd | scripts/script_engine/events/event_show_character.gd | scripts/script_engine/events/event_hide_character.gd | scripts/script_engine/events/event_background.gd | scripts/script_engine/events/event_set_variable.gd"
"scripts/api/deepseek_client.gd","DeepSeekClient","17","scenes/ui/story/story_scene.tscn | scripts/ui/mobile/moments/moment_item.gd | scenes/ui/map/core/quick_location_scene.tscn | scripts/api/utils/deepseek_client_locator.gd | scripts/ui/main/main_scene.gd | scripts/ui/main/drawing_board_panel.gd | scenes/ui/archive/archive_personality_panel.tscn | scripts/api/services/deepseek/deepseek_social_content_service.gd | scripts/ui/date/date_scene.gd | scripts/dialogue/dialogue_manager.gd"
"scripts/api/utils/deepseek_client_locator.gd","DeepSeekClientLocator","17","scripts/ui/map/art_gallery/art_study_menu.gd | scripts/ui/mobile/moments/moment_item.gd | scripts/ui/activity/schedule_execution_panel.gd | scripts/ui/story/debug_panel.gd | scripts/ui/main/drawing_board_panel.gd | scripts/ui/map/grand_theater/performance_study_menu.gd | scripts/ui/date/date_scene.gd | scripts/data/prompt_manager.gd | scripts/ui/main/backgrounds/core/default_room_bg.gd | scripts/dialogue/dialogue_manager.gd"
"scripts/data/character_profile.gd","CharacterProfile","20","scripts/data/stats_system.gd | scripts/api/services/deepseek/deepseek_idle_quote_service.gd | scripts/data/gift_manager.gd | scripts/ui/start/start_scene.gd | scripts/ui/story/debug_panel.gd | scripts/data/game_data_manager.gd | scripts/api/services/deepseek/deepseek_social_content_service.gd | scripts/ui/date/date_scene.gd | scripts/data/prompt_manager.gd | scripts/data/event_manager.gd"
